Importers	2017-Exported quantity, Tons	2018-Exported quantity, Tons	2019-Exported quantity, Tons	2020-Exported quantity, Tons	2021-Exported quantity, Tons	
"World"	230	217	110	88	209	
"Area Nes"					100	
"United States of America"	41	28	12	15	94	
"Germany"	35				13	
"France"				1	3	
"Ireland"	0		0		0	
"Canada"	31	55				
"Cyprus"			0			
"India"		67				
"Sweden"		0	0			
"Turkey"				1		
"United Kingdom"	122	67	97	72		
