Exporters	2017-Imported quantity, Tons	2018-Imported quantity, Tons	2019-Imported quantity, Tons	2020-Imported quantity, Tons	2021-Imported quantity, Tons	
"World"	829	711	1045	637	No Quantity	
"China"	644	268	689	545	489	
"Ukraine"	47	234	168		92	
"Spain"	3	0	0	12	13	
"Netherlands"	25		66	25	7	
"Poland"	5		7	8	5	
"Europe Othr. Nes"			0		3	
"Austria"					0	
"Czech Republic"	5	22	13	23	No Quantity	
"Italy"		0	1	0	0	
"India"			0	1	0	
"Germany"	0	167	53			
"Slovenia"				23		
"Sweden"	98	20	48			
